,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Self Control,Addiction Level,CurrentActivity,ConnectionType,Clusters,DB_Clusters
429,36,Female,Vietnam,51337,True,False,Artist,Rural,Instagram,25,19,Pranks,20,3909,3,9,33,86,Evening,6,4,Habit,Smartphone,Android,8,2,At work,Mobile Data,0,3
430,45,Male,Pakistan,25482,False,True,Labor/Worker,Rural,TikTok,68,6,Trends,28,8015,2,27,4,39,Night,3,7,Boredom,Smartphone,Android,5,5,At home,Wi-Fi,3,2
431,43,Female,United States,85333,True,False,Students,Rural,Instagram,252,11,Comedy,2,3420,1,13,4,51,Evening,6,4,Boredom,Smartphone,Android,8,2,At home,Mobile Data,0,3
432,54,Female,United States,70952,True,True,Waiting staff,Urban,Facebook,216,11,Gaming,29,356,1,9,29,9,Afternoon,5,5,Habit,Smartphone,MacOS,7,3,At work,Wi-Fi,4,4
433,43,Male,Philippines,25463,False,False,Students,Rural,TikTok,280,7,Comedy,25,7485,3,6,37,99,Night,3,7,Entertainment,Tablet,Android,5,5,At work,Wi-Fi,3,2
434,40,Other,Philippines,90448,True,True,Engineer,Rural,TikTok,258,2,Life Hacks,28,3081,7,21,20,23,Evening,6,4,Habit,Smartphone,Android,8,2,At home,Wi-Fi,4,4
435,26,Other,Japan,24648,False,False,Students,Rural,YouTube,276,19,Vlogs,26,2280,9,19,41,12,Morning,8,2,Boredom,Tablet,Android,10,0,At home,Wi-Fi,2,1
436,29,Female,Barzil,53623,True,True,Labor/Worker,Urban,TikTok,202,4,Trends,7,4131,2,14,23,88,Night,3,7,Boredom,Smartphone,MacOS,5,5,At school,Mobile Data,1,0
437,18,Female,Pakistan,79156,True,False,Students,Urban,TikTok,227,6,Pranks,8,5123,7,21,45,62,Afternoon,6,4,Entertainment,Tablet,Android,8,2,At school,Wi-Fi,0,3
438,18,Male,Japan,55634,True,True,Students,Rural,YouTube,124,17,ASMR,19,7422,1,15,18,73,Evening,7,3,Habit,Smartphone,Windows,9,1,At work,Mobile Data,0,3
439,64,Male,Barzil,64602,True,False,Cashier,Rural,YouTube,77,5,Jokes/Memes,22,2787,2,3,49,77,Night,2,8,Entertainment,Smartphone,iOS,4,6,At school,Wi-Fi,1,0
440,51,Female,Vietnam,69334,True,True,Cashier,Urban,Facebook,84,7,Entertainment,15,4209,6,5,25,40,Night,2,8,Entertainment,Smartphone,MacOS,4,6,At work,Mobile Data,1,0
441,49,Male,India,88648,True,False,Labor/Worker,Rural,TikTok,112,9,Vlogs,10,6540,5,21,1,54,Evening,7,3,Boredom,Smartphone,Android,9,1,At school,Mobile Data,0,3
442,42,Male,Vietnam,42054,False,True,driver,Rural,Facebook,187,1,Pranks,22,9389,8,18,15,81,Morning,9,1,Habit,Smartphone,Android,10,0,At work,Mobile Data,2,1
443,57,Male,Mexico,90028,True,False,Manager,Rural,Facebook,224,1,Life Hacks,29,9470,2,14,34,7,Evening,7,3,Boredom,Smartphone,Android,9,1,At school,Mobile Data,4,4
444,62,Male,United States,42207,False,True,Students,Rural,YouTube,48,19,Life Hacks,1,465,1,16,48,17,Evening,7,3,Boredom,Tablet,Android,9,1,At school,Mobile Data,2,1
445,18,Male,India,41386,False,True,Waiting staff,Rural,Instagram,268,6,Life Hacks,6,1487,7,14,20,50,Night,2,8,Entertainment,Smartphone,Android,4,6,At work,Mobile Data,3,2
446,33,Female,Philippines,79518,True,True,Labor/Worker,Rural,Facebook,213,18,Gaming,13,4942,6,9,37,24,Morning,9,1,Entertainment,Smartphone,Android,10,0,At home,Wi-Fi,0,3
447,56,Male,Barzil,72781,True,True,Engineer,Rural,Instagram,16,10,Vlogs,14,4597,8,15,27,2,Evening,7,3,Boredom,Smartphone,Android,9,1,Commuting,Mobile Data,0,3
448,22,Male,Vietnam,72780,True,False,Labor/Worker,Urban,TikTok,58,11,Trends,3,4536,8,7,22,99,Night,2,8,Boredom,Tablet,MacOS,4,6,At school,Mobile Data,1,0
449,39,Female,India,81440,True,True,driver,Urban,YouTube,35,1,Entertainment,11,325,2,14,5,92,Evening,7,3,Boredom,Smartphone,Android,9,1,At home,Mobile Data,0,3
450,46,Other,Mexico,64199,True,False,driver,Urban,TikTok,170,1,Jokes/Memes,3,9957,8,6,34,83,Afternoon,6,4,Habit,Smartphone,Windows,8,2,At school,Mobile Data,4,4
451,20,Male,Indonesia,81035,True,True,Waiting staff,Rural,TikTok,185,13,Entertainment,19,4162,6,21,39,33,Evening,7,3,Boredom,Smartphone,Windows,9,1,At work,Mobile Data,0,3
452,29,Male,United States,28210,False,False,driver,Urban,YouTube,88,5,Entertainment,10,303,9,15,3,21,Evening,7,3,Entertainment,Computer,Android,9,1,At work,Wi-Fi,2,1
453,43,Male,United States,64363,True,True,Manager,Rural,TikTok,11,1,Vlogs,27,5067,7,20,17,74,Evening,7,3,Boredom,Tablet,MacOS,9,1,At home,Wi-Fi,4,4
454,33,Male,Mexico,98279,True,False,driver,Rural,YouTube,141,3,Entertainment,15,5024,2,8,24,53,Night,2,8,Entertainment,Smartphone,Android,4,6,At home,Mobile Data,1,0
455,54,Other,Mexico,80348,True,True,Labor/Worker,Rural,Instagram,285,18,Trends,11,7715,8,2,24,46,Afternoon,6,4,Entertainment,Tablet,iOS,8,2,Commuting,Mobile Data,4,4
456,39,Other,Vietnam,75284,True,False,Labor/Worker,Urban,TikTok,126,9,Jokes/Memes,15,9632,9,8,3,45,Evening,7,3,Boredom,Smartphone,Android,9,1,At school,Mobile Data,4,4
457,46,Male,India,92124,True,True,Waiting staff,Rural,YouTube,173,14,Trends,26,8340,7,1,45,9,Evening,7,3,Entertainment,Tablet,MacOS,9,1,At home,Mobile Data,0,3
458,31,Female,Japan,88847,True,False,Manager,Rural,Facebook,297,17,Vlogs,27,2631,4,26,7,6,Afternoon,6,4,Boredom,Tablet,iOS,8,2,At work,Mobile Data,0,3
459,45,Male,United States,42432,False,True,Students,Rural,TikTok,37,14,Entertainment,24,6391,9,17,25,51,Afternoon,6,4,Habit,Tablet,Android,8,2,At work,Mobile Data,2,1
460,22,Female,United States,84089,True,False,Labor/Worker,Rural,Instagram,10,4,Vlogs,13,8287,4,19,3,35,Afternoon,6,4,Procrastination,Tablet,iOS,8,2,At home,Wi-Fi,4,4
461,64,Male,Indonesia,75398,True,True,Labor/Worker,Rural,YouTube,197,5,Life Hacks,5,2369,4,5,15,82,Afternoon,6,4,Boredom,Smartphone,MacOS,8,2,At home,Mobile Data,0,3
462,47,Female,Indonesia,23321,False,False,Labor/Worker,Rural,TikTok,65,17,Jokes/Memes,4,528,9,22,29,53,Morning,9,1,Procrastination,Tablet,Windows,10,0,At home,Wi-Fi,2,1
463,63,Male,India,57383,True,True,Engineer,Rural,TikTok,44,2,Life Hacks,13,4675,8,20,29,19,Afternoon,6,4,Entertainment,Smartphone,Android,8,2,At work,Mobile Data,4,4
464,22,Male,Mexico,98682,True,False,Labor/Worker,Urban,TikTok,121,5,Jokes/Memes,9,1663,4,16,10,69,Night,2,8,Habit,Tablet,iOS,4,6,At work,Mobile Data,1,0
465,29,Female,Barzil,99190,True,True,Waiting staff,Rural,Instagram,295,4,ASMR,25,3364,8,7,32,25,Evening,7,3,Habit,Smartphone,iOS,9,1,At home,Wi-Fi,0,3
466,33,Female,India,72893,True,True,driver,Rural,YouTube,45,4,Trends,17,2341,8,7,23,11,Afternoon,6,4,Entertainment,Smartphone,iOS,8,2,Commuting,Wi-Fi,0,3
467,43,Male,United States,55820,True,True,Students,Rural,Facebook,226,6,Vlogs,2,6656,7,18,39,74,Evening,7,3,Procrastination,Smartphone,Android,9,1,At school,Wi-Fi,4,4
468,43,Female,Vietnam,86262,True,True,Manager,Rural,Facebook,89,13,Life Hacks,24,4905,6,18,9,17,Morning,9,1,Boredom,Smartphone,Android,10,0,At work,Mobile Data,0,3
469,38,Male,Indonesia,23760,False,False,Students,Rural,Facebook,92,5,Vlogs,5,8884,8,2,37,36,Night,2,8,Entertainment,Smartphone,iOS,4,6,At school,Wi-Fi,3,2
470,56,Other,United States,42190,False,True,driver,Urban,YouTube,74,7,Jokes/Memes,16,9143,7,15,40,90,Morning,9,1,Habit,Smartphone,iOS,10,0,At home,Mobile Data,2,1
471,53,Female,India,87411,True,False,Students,Urban,Facebook,137,1,Gaming,7,5950,5,14,14,95,Night,2,8,Entertainment,Tablet,Android,4,6,At home,Mobile Data,1,0
472,50,Other,Philippines,43377,False,True,Labor/Worker,Rural,Instagram,31,14,Comedy,1,1360,4,18,4,96,Night,2,8,Habit,Tablet,Android,4,6,At work,Mobile Data,3,2
473,47,Male,United States,66737,True,False,Students,Rural,YouTube,225,4,Jokes/Memes,28,5127,2,29,20,21,Afternoon,6,4,Habit,Smartphone,iOS,8,2,At work,Mobile Data,4,4
474,54,Male,India,89569,True,True,Manager,Rural,TikTok,116,17,Life Hacks,26,5562,8,9,28,18,Morning,9,1,Boredom,Smartphone,Windows,10,0,Commuting,Wi-Fi,0,3
475,40,Male,Barzil,58211,True,False,Manager,Rural,Instagram,118,14,Comedy,12,8730,9,14,14,60,Night,2,8,Entertainment,Smartphone,Android,4,6,At home,Wi-Fi,1,0
476,27,Female,India,23744,False,True,driver,Rural,TikTok,190,16,Life Hacks,21,9011,4,5,44,18,Morning,9,1,Habit,Smartphone,Android,10,0,At school,Mobile Data,2,1
477,22,Male,Philippines,44995,False,False,driver,Urban,Facebook,173,14,Gaming,11,5777,4,11,34,1,Afternoon,6,4,Procrastination,Computer,MacOS,8,2,At home,Mobile Data,2,1
478,53,Male,India,36977,False,True,Students,Urban,Instagram,77,16,Entertainment,12,3925,5,8,13,14,Evening,7,3,Entertainment,Smartphone,MacOS,9,1,At home,Mobile Data,2,1
479,51,Female,Japan,54542,True,False,driver,Urban,YouTube,189,8,Trends,19,8463,2,5,31,8,Evening,7,3,Entertainment,Smartphone,iOS,9,1,Commuting,Wi-Fi,0,3
480,48,Other,United States,30651,False,True,Labor/Worker,Rural,Instagram,190,3,Pranks,26,8001,7,29,33,66,Night,2,8,Entertainment,Smartphone,Windows,4,6,At home,Wi-Fi,3,-1
481,27,Female,India,98931,True,False,Labor/Worker,Rural,TikTok,178,19,Jokes/Memes,12,1028,5,11,39,51,Morning,9,1,Procrastination,Smartphone,Windows,10,0,Commuting,Wi-Fi,0,3
482,36,Male,Germany,36715,False,True,Waiting staff,Urban,YouTube,31,1,Life Hacks,12,6018,6,5,28,79,Night,2,8,Boredom,Tablet,Windows,4,6,At home,Wi-Fi,3,2
483,49,Female,Japan,64409,True,False,Artist,Rural,Instagram,75,2,Comedy,14,1242,4,17,25,60,Afternoon,6,4,Habit,Tablet,Android,8,2,At home,Mobile Data,0,3
484,18,Male,Japan,44306,False,True,Waiting staff,Rural,Instagram,30,15,Trends,2,9333,8,22,32,34,Evening,7,3,Habit,Smartphone,iOS,9,1,At home,Mobile Data,2,1
485,22,Female,India,39086,False,False,Labor/Worker,Rural,Instagram,109,10,Trends,2,8784,8,4,9,36,Evening,7,3,Boredom,Tablet,iOS,9,1,At home,Mobile Data,2,1
486,62,Male,Germany,34376,False,True,Waiting staff,Urban,Instagram,112,18,Life Hacks,25,7119,5,15,28,62,Night,2,8,Entertainment,Tablet,Android,4,6,At work,Wi-Fi,3,2
487,21,Other,India,81350,True,True,Labor/Worker,Rural,YouTube,56,14,Life Hacks,29,9797,6,19,31,1,Afternoon,6,4,Boredom,Smartphone,iOS,8,2,At work,Wi-Fi,4,4
488,33,Male,United States,91425,True,True,Waiting staff,Urban,TikTok,48,17,Gaming,4,4210,3,22,17,85,Evening,7,3,Boredom,Smartphone,Android,9,1,At home,Wi-Fi,0,3
489,41,Female,Barzil,56636,True,True,Students,Rural,Instagram,294,13,Pranks,20,6406,1,2,23,42,Evening,7,3,Entertainment,Computer,Windows,9,1,Commuting,Mobile Data,0,3
490,33,Female,Pakistan,71649,True,False,driver,Urban,YouTube,99,1,Vlogs,23,3377,9,24,13,1,Evening,7,3,Entertainment,Tablet,Android,9,1,At home,Wi-Fi,0,3
491,19,Male,United States,54610,True,True,Students,Rural,TikTok,94,5,Jokes/Memes,26,4071,9,17,10,96,Evening,7,3,Habit,Smartphone,iOS,9,1,At work,Mobile Data,4,4
492,45,Female,India,30058,False,False,Students,Rural,Instagram,282,13,ASMR,16,1440,3,12,16,84,Night,2,8,Boredom,Tablet,Android,4,6,At home,Mobile Data,3,2
493,49,Male,Barzil,94637,True,True,Students,Rural,TikTok,197,14,Entertainment,10,3626,4,25,6,54,Night,2,8,Habit,Tablet,Android,4,6,At home,Mobile Data,1,0
494,44,Male,Indonesia,98033,True,False,Labor/Worker,Rural,TikTok,168,3,Gaming,13,184,7,24,48,47,Afternoon,6,4,Procrastination,Computer,iOS,8,2,At school,Mobile Data,4,4
495,37,Male,India,90194,True,True,Waiting staff,Rural,YouTube,252,15,Jokes/Memes,2,4996,2,17,11,39,Night,2,8,Procrastination,Smartphone,Android,4,6,At work,Mobile Data,1,0
496,41,Female,Indonesia,96917,True,False,Engineer,Urban,TikTok,82,19,Vlogs,3,8412,3,10,3,30,Night,2,8,Entertainment,Tablet,Android,4,6,At home,Mobile Data,1,0
497,29,Female,Germany,84200,True,True,driver,Urban,YouTube,58,17,Entertainment,19,8031,6,28,28,7,Night,2,8,Entertainment,Tablet,Android,4,6,At home,Mobile Data,1,0
498,52,Male,Indonesia,66619,True,False,Artist,Rural,Instagram,110,3,Gaming,6,5563,8,25,41,22,Morning,9,1,Entertainment,Computer,iOS,10,0,At work,Mobile Data,0,3
499,50,Female,Vietnam,37154,False,True,Waiting staff,Rural,TikTok,11,16,Jokes/Memes,19,3188,1,18,15,50,Morning,9,1,Boredom,Tablet,Android,10,0,At home,Wi-Fi,2,1
500,50,Male,United States,39539,False,False,driver,Urban,TikTok,253,14,Vlogs,27,9285,4,19,13,45,Night,2,8,Habit,Tablet,iOS,4,6,At home,Wi-Fi,3,2
501,60,Other,United States,80058,True,True,Students,Rural,Facebook,185,12,Vlogs,21,2945,1,18,42,74,Morning,9,1,Entertainment,Tablet,iOS,10,0,At home,Mobile Data,4,4
502,54,Male,Pakistan,82068,True,False,Students,Urban,Instagram,247,12,Jokes/Memes,20,6765,2,13,45,72,Evening,7,3,Entertainment,Tablet,Android,9,1,At home,Mobile Data,0,3
503,29,Male,Vietnam,97313,True,True,Students,Rural,Instagram,68,11,Life Hacks,19,2474,8,14,17,91,Morning,9,1,Boredom,Smartphone,Windows,10,0,At home,Mobile Data,4,4
504,20,Female,India,50373,True,False,Waiting staff,Urban,Facebook,108,17,ASMR,8,6787,6,24,7,10,Afternoon,6,4,Boredom,Smartphone,iOS,8,2,Commuting,Wi-Fi,0,3
505,18,Male,Pakistan,53154,True,True,Manager,Rural,Facebook,11,8,Jokes/Memes,14,8792,9,16,28,14,Afternoon,6,4,Entertainment,Computer,iOS,8,2,At school,Mobile Data,4,4
506,50,Male,Indonesia,26031,False,False,Labor/Worker,Rural,YouTube,252,17,Jokes/Memes,10,9352,2,18,38,46,Evening,7,3,Entertainment,Tablet,Android,9,1,At work,Mobile Data,2,1
507,57,Female,India,91975,True,True,Students,Rural,YouTube,220,11,Comedy,3,4599,3,26,13,75,Evening,7,3,Habit,Smartphone,Android,9,1,At home,Wi-Fi,0,3
508,27,Female,Philippines,42785,False,True,Labor/Worker,Rural,TikTok,132,2,Vlogs,6,6274,9,18,17,6,Afternoon,6,4,Entertainment,Smartphone,Android,8,2,At work,Mobile Data,2,1
509,60,Other,India,98928,True,True,Labor/Worker,Rural,TikTok,238,10,Pranks,29,4313,9,16,15,21,Night,2,8,Procrastination,Smartphone,MacOS,4,6,At work,Mobile Data,1,0
510,61,Female,Mexico,48669,False,True,Labor/Worker,Rural,TikTok,91,10,Jokes/Memes,15,2218,6,17,36,62,Night,2,8,Habit,Smartphone,Android,4,6,Commuting,Mobile Data,3,2
511,46,Male,Pakistan,22282,False,False,Students,Urban,TikTok,153,11,Gaming,23,1152,3,7,28,97,Afternoon,6,4,Boredom,Smartphone,Android,8,2,At school,Wi-Fi,2,1
512,30,Female,Indonesia,54624,True,True,Engineer,Rural,YouTube,149,6,ASMR,23,56,5,12,15,19,Morning,9,1,Entertainment,Smartphone,iOS,10,0,At work,Wi-Fi,0,3
513,29,Female,India,68438,True,False,Labor/Worker,Urban,Instagram,38,4,Vlogs,18,9396,2,2,46,88,Night,2,8,Entertainment,Smartphone,iOS,4,6,At home,Mobile Data,1,0
514,48,Other,Barzil,87534,True,True,Labor/Worker,Rural,TikTok,279,12,Comedy,14,143,7,10,11,82,Afternoon,6,4,Boredom,Smartphone,Android,8,2,At work,Mobile Data,0,3
515,63,Male,United States,51705,True,False,Students,Rural,Instagram,256,11,Entertainment,19,7218,8,5,31,99,Evening,7,3,Procrastination,Smartphone,Windows,9,1,At home,Mobile Data,4,4
516,19,Male,Japan,58244,True,True,Waiting staff,Urban,TikTok,21,13,Vlogs,28,8559,6,21,4,62,Afternoon,6,4,Habit,Smartphone,Android,8,2,At school,Mobile Data,4,4
517,52,Male,United States,94964,True,False,Waiting staff,Urban,Facebook,115,5,Trends,26,9674,8,3,35,83,Morning,9,1,Entertainment,Smartphone,Android,10,0,At work,Mobile Data,4,4
518,40,Female,India,57437,True,True,Students,Rural,TikTok,41,6,Gaming,10,6361,2,19,34,53,Morning,9,1,Boredom,Tablet,Windows,10,0,At home,Mobile Data,0,3
519,34,Male,India,97872,True,False,Students,Urban,TikTok,83,1,Life Hacks,15,615,3,13,27,24,Afternoon,6,4,Boredom,Tablet,Windows,8,2,At work,Wi-Fi,0,3
520,43,Male,Germany,94878,True,True,Engineer,Rural,TikTok,180,6,Vlogs,4,8062,7,12,10,56,Night,2,8,Entertainment,Smartphone,Android,4,6,At school,Mobile Data,1,0
521,25,Other,India,92982,True,False,Labor/Worker,Rural,YouTube,78,18,Life Hacks,23,5977,1,3,30,62,Evening,7,3,Entertainment,Smartphone,Android,9,1,At school,Wi-Fi,0,3
522,46,Female,India,70583,True,True,Waiting staff,Urban,Facebook,146,9,Trends,2,9780,7,6,45,34,Afternoon,6,4,Habit,Computer,Windows,8,2,At school,Mobile Data,4,4
523,43,Male,India,58392,True,False,Teacher,Rural,TikTok,109,15,Jokes/Memes,3,6984,6,14,20,22,Evening,7,3,Entertainment,Smartphone,Android,9,1,At school,Mobile Data,0,3
524,27,Other,United States,27461,False,True,Artist,Urban,TikTok,155,8,Jokes/Memes,7,8890,8,4,29,68,Afternoon,6,4,Habit,Smartphone,iOS,8,2,At home,Mobile Data,2,1
525,43,Male,India,30516,False,False,Waiting staff,Rural,Instagram,18,19,Life Hacks,23,4971,7,13,29,57,Morning,9,1,Boredom,Smartphone,iOS,10,0,At home,Mobile Data,2,1
526,51,Male,Pakistan,99285,True,True,Students,Rural,Facebook,71,16,Life Hacks,16,5781,4,19,23,10,Afternoon,6,4,Procrastination,Smartphone,iOS,8,2,At work,Mobile Data,4,4
527,58,Other,Japan,37514,False,False,Engineer,Rural,TikTok,194,6,Trends,10,944,3,18,21,66,Evening,7,3,Habit,Smartphone,iOS,9,1,At work,Wi-Fi,2,1
528,24,Male,India,56268,True,True,Artist,Urban,Instagram,38,6,Comedy,19,9114,3,29,48,8,Night,2,8,Habit,Computer,Android,4,6,At school,Mobile Data,1,0
529,21,Female,Japan,56788,True,True,Waiting staff,Rural,Instagram,123,3,Gaming,28,7078,4,3,43,97,Night,2,8,Boredom,Smartphone,MacOS,4,6,At work,Wi-Fi,1,0
530,62,Male,Philippines,95749,True,True,Artist,Rural,YouTube,152,10,Entertainment,17,1746,9,20,10,38,Night,2,8,Procrastination,Tablet,Android,4,6,At school,Wi-Fi,1,0
531,28,Female,Indonesia,81049,True,True,Cashier,Rural,Instagram,129,1,Pranks,28,5783,9,6,41,62,Evening,7,3,Procrastination,Smartphone,Android,9,1,At home,Mobile Data,4,4
532,46,Male,India,82493,True,False,Labor/Worker,Rural,TikTok,179,14,Jokes/Memes,19,9751,2,16,12,28,Night,2,8,Entertainment,Smartphone,Windows,4,6,At work,Mobile Data,1,0
533,53,Female,United States,56027,True,True,Students,Rural,YouTube,166,4,Vlogs,5,6907,5,20,30,10,Night,2,8,Entertainment,Smartphone,Android,4,6,At home,Mobile Data,1,0
534,42,Other,India,62849,True,False,Cashier,Rural,YouTube,269,12,Gaming,23,9275,1,24,33,45,Night,2,8,Habit,Computer,Android,4,6,At home,Wi-Fi,1,0
535,38,Male,Indonesia,37858,False,True,Manager,Rural,TikTok,91,6,Life Hacks,20,8625,4,3,18,65,Night,2,8,Entertainment,Tablet,Android,4,6,At school,Mobile Data,3,2
536,53,Female,Philippines,99003,True,False,driver,Rural,Facebook,251,11,Trends,13,2926,2,12,14,98,Evening,7,3,Procrastination,Smartphone,Android,9,1,At school,Mobile Data,0,3
537,27,Male,United States,72395,True,True,driver,Rural,Instagram,181,12,ASMR,13,1089,8,19,22,67,Night,2,8,Boredom,Smartphone,Android,4,6,At home,Mobile Data,1,0
538,54,Male,India,59758,True,False,Students,Rural,YouTube,240,10,Life Hacks,11,2957,4,19,21,9,Evening,7,3,Boredom,Tablet,Android,9,1,At work,Mobile Data,0,3
539,26,Other,India,74312,True,True,Artist,Rural,Facebook,217,18,Gaming,11,2612,5,24,1,5,Evening,7,3,Boredom,Tablet,MacOS,9,1,At school,Mobile Data,0,3
540,41,Male,Japan,88670,True,False,Students,Urban,TikTok,84,7,Trends,16,6047,4,4,49,10,Evening,7,3,Habit,Computer,Android,9,1,Commuting,Wi-Fi,0,3
541,52,Male,Indonesia,35434,False,True,Waiting staff,Rural,Instagram,279,7,Trends,15,6249,5,1,43,12,Night,2,8,Habit,Computer,Android,4,6,At work,Mobile Data,3,2
542,52,Male,Japan,84047,True,False,Waiting staff,Urban,Instagram,123,11,Trends,17,3759,5,2,15,82,Night,2,8,Boredom,Tablet,iOS,4,6,At school,Wi-Fi,1,0
543,53,Other,Philippines,67775,True,True,Students,Rural,YouTube,71,4,Jokes/Memes,22,7718,5,13,36,58,Night,2,8,Habit,Smartphone,iOS,4,6,At home,Mobile Data,1,-1
544,35,Other,United States,95769,True,False,Manager,Rural,Instagram,111,1,Pranks,18,4263,3,26,47,21,Afternoon,6,4,Habit,Smartphone,Windows,8,2,Commuting,Mobile Data,4,4
545,56,Female,India,86677,True,True,Labor/Worker,Rural,Instagram,219,13,Jokes/Memes,28,1902,7,29,22,21,Afternoon,6,4,Habit,Tablet,Windows,8,2,At home,Mobile Data,4,4
546,49,Female,Mexico,65734,True,False,Waiting staff,Urban,Instagram,264,18,Comedy,19,2567,3,13,32,65,Evening,7,3,Habit,Tablet,MacOS,9,1,At school,Mobile Data,0,3
547,41,Female,United States,60603,True,True,Students,Rural,Instagram,29,9,ASMR,4,8075,2,2,46,3,Evening,7,3,Boredom,Tablet,Android,9,1,At school,Mobile Data,0,3
548,40,Other,India,96708,True,False,Manager,Rural,TikTok,67,9,Life Hacks,22,2994,3,19,33,69,Evening,7,3,Boredom,Smartphone,Android,9,1,At school,Mobile Data,0,3
549,49,Male,United States,88803,True,True,Cashier,Urban,Facebook,121,9,Vlogs,22,5229,3,22,41,89,Night,3,7,Habit,Smartphone,Windows,5,5,At home,Wi-Fi,1,0
550,54,Male,Japan,59332,True,True,driver,Rural,TikTok,205,10,Vlogs,23,2010,8,24,39,64,Night,3,7,Procrastination,Tablet,Android,5,5,At school,Wi-Fi,1,0
551,29,Male,United States,41312,False,True,Labor/Worker,Rural,TikTok,101,2,ASMR,5,7377,4,16,23,49,Afternoon,6,4,Boredom,Tablet,iOS,8,2,At home,Wi-Fi,2,1
552,30,Male,Philippines,64179,True,True,Engineer,Rural,YouTube,61,6,Comedy,7,830,3,12,43,72,Night,3,7,Entertainment,Computer,iOS,5,5,At home,Mobile Data,1,0
553,40,Other,Vietnam,91442,True,False,Teacher,Rural,Instagram,17,15,Gaming,2,48,5,1,2,17,Evening,7,3,Procrastination,Tablet,iOS,9,1,At home,Wi-Fi,4,4
554,42,Male,Vietnam,60379,True,True,Students,Rural,TikTok,107,3,Entertainment,1,4210,4,9,2,73,Afternoon,6,4,Boredom,Tablet,Android,8,2,At home,Mobile Data,4,4
555,52,Male,Vietnam,37297,False,False,Cashier,Urban,Instagram,245,11,Jokes/Memes,12,1178,9,17,38,32,Evening,7,3,Habit,Tablet,MacOS,9,1,At work,Mobile Data,2,1
556,58,Male,Philippines,22011,False,True,Manager,Urban,TikTok,78,6,Jokes/Memes,10,5768,8,10,29,70,Evening,7,3,Entertainment,Smartphone,iOS,9,1,At work,Mobile Data,2,1
557,47,Female,United States,64014,True,False,Labor/Worker,Rural,TikTok,54,3,Entertainment,8,7878,7,18,46,21,Evening,7,3,Habit,Smartphone,Android,9,1,Commuting,Mobile Data,0,3
558,34,Female,India,31738,False,True,Students,Urban,YouTube,146,11,Pranks,1,70,8,19,3,7,Evening,7,3,Boredom,Smartphone,Android,9,1,At school,Mobile Data,2,1
559,37,Male,Philippines,67498,True,False,Cashier,Urban,Facebook,243,15,Pranks,12,7686,5,7,39,7,Morning,9,1,Habit,Computer,Android,10,0,At work,Mobile Data,0,3
560,42,Female,Vietnam,31120,False,True,Waiting staff,Rural,Facebook,41,13,Pranks,2,7879,4,25,7,27,Night,3,7,Habit,Smartphone,Android,5,5,At work,Wi-Fi,3,2
561,39,Male,Indonesia,28767,False,False,Waiting staff,Rural,TikTok,298,10,Gaming,27,5455,7,19,36,8,Night,3,7,Habit,Smartphone,Android,5,5,At home,Wi-Fi,3,2
562,30,Male,Philippines,42852,False,True,driver,Rural,YouTube,135,6,Trends,28,8258,1,24,29,73,Afternoon,6,4,Entertainment,Tablet,Android,8,2,Commuting,Mobile Data,2,1
563,36,Male,Germany,99239,True,False,Students,Rural,Instagram,76,15,Pranks,10,5612,6,15,37,28,Evening,7,3,Procrastination,Smartphone,Android,9,1,At work,Mobile Data,0,3
564,53,Male,India,20929,False,True,Students,Rural,Instagram,39,18,Vlogs,22,5769,8,9,49,79,Evening,7,3,Procrastination,Smartphone,MacOS,9,1,At home,Mobile Data,2,1
565,29,Female,Vietnam,97487,True,False,driver,Rural,TikTok,123,18,Comedy,17,1777,7,10,36,66,Night,3,7,Habit,Smartphone,Android,5,5,At school,Mobile Data,1,0
566,58,Other,Barzil,37438,False,True,Teacher,Rural,Facebook,213,7,Jokes/Memes,26,7380,2,23,23,71,Evening,5,5,Habit,Smartphone,Android,7,3,At home,Wi-Fi,2,1
567,36,Other,India,68515,True,False,Students,Rural,YouTube,38,15,Trends,3,2228,7,20,45,47,Evening,5,5,Boredom,Smartphone,Android,7,3,At school,Mobile Data,0,3
568,29,Male,India,25744,False,True,Manager,Rural,Facebook,140,18,Vlogs,7,9981,6,20,16,82,Evening,5,5,Boredom,Smartphone,Android,7,3,At work,Mobile Data,2,1
569,26,Other,United States,62417,True,False,Students,Rural,Instagram,194,18,Jokes/Memes,12,8804,5,4,48,86,Night,1,9,Procrastination,Smartphone,Android,3,7,At work,Wi-Fi,1,0
570,24,Male,India,27069,False,True,Students,Rural,Facebook,262,9,Life Hacks,8,9814,4,6,31,10,Night,1,9,Habit,Smartphone,Windows,3,7,At home,Mobile Data,3,2
571,45,Female,India,62359,True,True,Labor/Worker,Rural,Instagram,295,2,Jokes/Memes,20,8888,1,4,34,33,Night,1,9,Habit,Tablet,Android,3,7,At home,Mobile Data,1,0
572,31,Male,Pakistan,39799,False,True,Waiting staff,Rural,YouTube,71,8,Jokes/Memes,12,6746,2,5,1,7,Evening,5,5,Procrastination,Smartphone,MacOS,7,3,At home,Wi-Fi,2,1
